id;date_x;price_x;bedrooms_x;bathrooms_x;sqft_living_x;sqft_lot_x;floors_x;waterfront_x;view_x;condition_x;grade_x;sqft_above_x;sqft_basement_x;yr_built_x;yr_renovated_x;zipcode_x;lat_x;long_x;sqft_living15_x;sqft_lot15_x;vendido_x;ajuste_quartos;vendido_experimento
621069146;20140818T000000;311000;3;1.75;1180;55321;1.0;0;0;3;8;1180;0;1941;2004;98042;473.329;-122.091;1480;56192;0;3.0;1
2976800749;20141031T000000;150000;4;2.0;1460;7254;1.0;0;0;3;6;1460;0;1959;0;98178;475.056;-122.254;1460;7236;0;;0
921059161;20140623T000000;320000;4;1.5;1890;43560;1.0;0;0;4;8;1890;0;1974;0;98092;473.267;-122.166;2376;5820;0;;1
104550580;20140520T000000;260000;4;2.5;1990;6671;2.0;0;0;3;7;1990;0;1989;0;98023;473.078;-122.358;1862;6566;0;;0
3734900110;20150204T000000;230000;2;0.75;890;19703;1.0;0;0;3;6;890;0;1934;0;98045;474.922;-121.783;1270;9800;0;;1
2621400080;20150128T000000;275000;4;2.5;2120;6754;2.0;0;0;3;7;2120;0;1998;0;98030;473.629;-122.184;2120;6937;0;;0
2321300351;20140612T000000;575000;2;1.0;1510;4032;1.5;0;0;3;8;1310;200;1935;0;98199;476.371;-122.393;1700;4042;0;;1
8087800480;20150331T000000;480000;5;2.5;2040;9597;1.0;0;0;4;7;1240;800;1963;0;98052;476.544;-122.134;1800;8553;0;;1
7137960440;20141223T000000;292500;4;2.5;1860;8709;2.0;0;0;3;8;1860;0;1994;0;98092;473.289;-122.17;1990;6825;0;;0
2730500140;20150423T000000;314950;4;1.75;1890;9623;1.0;0;0;4;7;1290;600;1969;0;98001;472.901;-122.279;1510;9711;0;;1
2548100140;20150116T000000;330000;4;1.5;1250;8400;1.0;0;0;3;7;960;290;1951;0;98155;477.505;-122.315;1560;8400;0;;0
1189000030;20140603T000000;650000;5;2.75;2550;5040;1.5;0;0;5;8;2550;0;1902;0;98122;476.136;-122.299;1590;3840;0;;1
2998800125;20140701T000000;730000;2;2.25;2130;4920;1.5;0;4;4;7;1530;600;1941;0;98116;47.573;-122.409;2130;4920;0;;0
7852011070;20150109T000000;1.14e+006;3;3.75;5960;20197;2.0;0;4;3;10;3900;2060;2005;0;98065;475.398;-121.869;3860;12800;0;3.0;1
2473100090;20141202T000000;270000;5;1.5;1930;7480;2.0;0;0;3;7;1930;0;1966;0;98058;474.503;-122.157;1480;7705;0;;1
824059324;20150325T000000;1.45e+006;4;3.5;3720;8301;2.0;0;0;3;10;2880;840;2008;0;98004;475.885;-122.199;2080;9676;0;;0
3438502083;20140612T000000;310000;5;3.0;1880;5000;1.0;0;0;3;7;1100;780;1997;0;98106;475.453;-122.363;1640;5000;0;;1
6083000083;20140611T000000;248000;5;1.5;1510;9078;1.0;0;0;4;7;1510;0;1959;0;98168;474.852;-122.305;1480;9078;0;;0
133000135;20141120T000000;290000;4;1.75;1990;18900;2.0;0;0;4;7;1870;120;1929;0;98168;475.131;-122.313;1710;12400;0;;1
1310900140;20140624T000000;305000;4;2.25;2210;9371;2.0;0;0;4;8;2210;0;1968;0;98032;473.634;-122.279;2300;11584;0;;0
6300000213;20140703T000000;255000;2;1.5;920;1598;2.0;0;0;3;7;920;0;1995;0;98133;477.081;-122.342;1110;1598;0;;1
5316100255;20140904T000000;1,05E+11;3;3.0;2330;3600;2.0;0;0;5;10;1870;460;1927;1979;98112;476.316;-122.282;2950;7200;0;3.0;1
3578401210;20141218T000000;557000;3;1.75;2660;11315;2.0;0;0;4;8;2660;0;1983;0;98074;476.204;-122.044;1980;11315;0;3.0;0
4376700330;20140801T000000;675000;4;2.5;2040;9225;1.0;0;0;5;8;1610;430;1968;0;98052;47.636;-122.097;1730;9225;0;;1
2391600330;20150410T000000;505000;3;1.0;810;5060;1.0;0;0;3;6;810;0;1941;0;98116;475.635;-122.394;900;5060;0;3.0;0
6669100070;20140512T000000;900000;4;3.25;4700;38412;2.0;0;0;3;10;3420;1280;1978;0;98005;476.445;-122.167;3640;35571;0;;1
1402950450;20150415T000000;325000;3;2.5;2040;5472;2.0;0;0;3;8;2040;0;2003;0;98092;473.337;-122.189;2420;5782;0;3.0;0
925059311;20140722T000000;810000;4;2.5;2910;6555;2.0;0;0;3;9;2910;0;2005;0;98033;476.659;-122.172;2910;10419;0;;1
2821079081;20141010T000000;590000;4;2.0;2490;339332;1.0;0;0;3;8;2490;0;2002;0;98022;472.725;-121.929;1910;129373;0;;1
1105000015;20140609T000000;417000;2;1.0;920;6600;1.0;0;0;3;6;920;0;1919;2003;98118;475.452;-122.27;1510;5944;0;;0
8682220230;20141017T000000;779950;2;2.5;2680;7625;1.0;0;0;3;9;2680;0;2002;0;98053;477.094;-122.024;2310;7395;0;;1
4463400195;20140718T000000;170000;3;1.0;1280;21750;1.5;0;0;5;6;1280;0;1912;0;98001;473.096;-122.241;1520;21750;0;3.0;0
1336300445;20150422T000000;1,27E+09;4;3.0;3130;2646;2.5;0;0;5;9;2290;840;1906;0;98102;476.272;-122.316;2920;4500;0;;1
952001735;20141004T000000;750000;4;1.75;2100;6613;2.0;0;0;3;8;2100;0;1909;2004;98116;47.567;-122.385;1630;5750;0;;0
5700003221;20141210T000000;1,08E+09;4;2.75;2990;7389;1.5;0;0;4;8;2090;900;1923;0;98144;475.711;-122.284;2510;6157;0;;1
5056500210;20141007T000000;539950;4;2.75;2910;9000;1.0;0;0;4;8;2130;780;1966;0;98006;47.544;-122.176;1970;9000;0;;1
2710600070;20150204T000000;439000;2;1.0;1050;5671;1.0;0;0;3;7;850;200;1949;0;98115;476.767;-122.286;1850;5243;0;;0
5016003146;20140710T000000;958000;4;3.5;1800;6400;2.0;0;2;3;8;1800;0;1984;2011;98112;47.625;-122.3;1700;4736;0;;1
98000060;20140714T000000;1,06E+10;4;4.0;5320;20041;2.0;0;0;3;11;5320;0;2003;0;98075;475.852;-121.966;4640;17268;0;;0
3810000565;20140702T000000;255000;4;2.0;2430;8960;1.0;0;0;3;7;1430;1000;1960;0;98178;474.979;-122.232;2430;8960;0;;1
1447600285;20140609T000000;212500;2;2.0;1030;21712;1.0;0;0;4;6;1030;0;1938;0;98168;474.905;-122.331;1790;9199;0;;0
269001360;20150422T000000;775000;4;1.75;2320;5595;1.0;0;0;3;7;1510;810;1956;0;98199;476.397;-122.388;1840;5596;0;;1
7214770020;20150409T000000;549950;5;2.5;2650;54380;2.0;0;0;3;9;2650;0;1984;0;98077;477.726;-122.081;2560;49044;0;;1
1328330430;20150408T000000;299000;2;1.75;1270;7800;1.0;0;0;4;7;890;380;1981;0;98058;474.438;-122.134;2020;8025;0;;0
2641400290;20141028T000000;349000;4;2.5;1800;7620;2.0;0;0;3;8;1800;0;1995;0;98055;474.346;-122.201;1800;6879;0;;1
5021900265;20140702T000000;659000;4;2.0;2090;10800;1.0;0;0;4;7;2090;0;1951;0;98040;475.759;-122.223;2090;10800;0;;0
1921059303;20150128T000000;275000;4;2.25;2400;17842;2.0;0;0;4;7;2400;0;1973;0;98002;472.866;-122.217;1610;12100;0;;1
3623500135;20150326T000000;800000;3;2.25;2350;10664;1.0;0;1;2;7;1510;840;1952;0;98040;475.743;-122.238;2350;10140;0;3.0;0
8151600470;20140804T000000;121800;2;1.0;940;8384;1.0;0;0;3;5;940;0;1947;0;98146;475.065;-122.364;1290;8384;0;;1
1245002952;20141015T000000;1,20E+11;4;2.5;2770;7800;2.0;0;0;3;10;2770;0;1999;0;98033;47.684;-122.205;2720;10000;0;;1
2826049260;20140620T000000;482500;4;3.0;1630;7626;1.0;0;0;5;7;1110;520;1990;0;98125;477.168;-122.308;1630;8082;0;;0
2122059206;20140513T000000;373000;5;2.5;3001;5710;2.0;0;0;3;8;3001;0;2006;0;98042;473.727;-122.177;2340;5980;0;;1
257000138;20150115T000000;280000;2;1.0;850;16400;1.0;0;0;3;6;850;0;1923;0;98168;474.889;-122.299;1100;14459;0;;0
2026049184;20150320T000000;680000;4;2.5;2440;6581;2.0;0;0;3;8;2440;0;2014;0;98133;477.321;-122.334;1480;7432;0;;1
5437600140;20150110T000000;325000;4;2.5;2240;5105;2.0;0;0;4;8;2240;0;2002;0;98042;473.922;-122.165;1920;5288;0;;0
7752700110;20140618T000000;554000;5;2.25;1870;11411;1.0;0;0;4;8;1170;700;1961;0;98155;477.445;-122.289;2420;10793;0;;1
8691390460;20140616T000000;699850;4;3.5;2690;6164;2.0;0;0;3;9;2690;0;2002;0;98075;47.599;-121.973;2910;5000;0;;1
2624079010;20150429T000000;750000;5;3.5;2990;212137;2.0;0;0;3;8;2450;540;1994;0;98024;475.298;-121.887;1060;69260;0;;0
7856560320;20150317T000000;962000;4;2.25;3320;20100;1.0;0;0;4;8;1810;1510;1981;0;98006;475.566;-122.153;2450;9821;0;;1
826059152;20141117T000000;435000;5;1.0;2170;65340;1.5;0;0;4;7;1670;500;1930;0;98011;477.555;-122.204;3170;12884;0;;0
1795900210;20140518T000000;575550;3;2.5;2060;7475;1.0;0;0;3;8;1440;620;1985;0;98052;477.272;-122.105;2280;8396;0;3.0;1
7986400360;20140717T000000;770000;3;1.5;2160;5000;1.5;0;2;4;8;2160;0;1926;0;98107;476.645;-122.36;1450;4265;0;3.0;0
1778350160;20140710T000000;847700;5;3.25;4230;10260;2.0;0;0;3;10;3860;370;1996;0;98027;475.503;-122.081;2980;10997;0;;1
1778350150;20140811T000000;839000;5;4.0;4280;11307;2.0;0;0;3;10;2710;1570;1996;0;98027;475.503;-122.081;3080;11307;0;;1
7821200375;20150126T000000;432000;2;1.0;960;3235;1.0;0;0;4;7;960;0;1916;0;98103;47.661;-122.344;1290;2069;0;;0
8682262330;20140930T000000;455000;2;1.75;1350;4286;1.0;0;0;3;8;1350;0;2004;0;98053;477.171;-122.033;1440;4839;0;;1
6154900095;20140711T000000;565000;4;1.75;2140;7102;1.0;0;0;4;7;1070;1070;1948;0;98177;477.042;-122.37;1950;7102;0;;0
2767601100;20141027T000000;513000;3;2.0;2090;4000;1.0;0;0;3;7;1480;610;1951;0;98107;476.751;-122.379;1510;5000;0;3.0;1
2524049166;20140918T000000;2.95e+006;5;4.75;6240;47480;1.0;0;3;3;11;4610;1630;2003;0;98040;475.317;-122.233;4170;17668;0;;0
7579200915;20150401T000000;920000;5;4.5;3820;5750;2.0;0;3;3;9;2830;990;2000;0;98116;475.581;-122.385;1750;5750;0;;1
106000320;20141031T000000;401000;2;1.0;840;8100;1.0;0;0;4;7;840;0;1948;0;98177;477.019;-122.366;1100;8220;0;;1
2781260370;20150128T000000;398000;4;2.5;2820;5510;2.0;0;0;3;9;2820;0;2005;0;98038;473.477;-122.024;2820;5510;0;;0
3876200100;20140710T000000;439000;4;2.0;1560;7500;1.0;0;0;4;7;1560;0;1968;0;98034;477.281;-122.181;1730;7500;0;;1
6933600540;20140820T000000;508000;2;1.0;820;5040;1.0;0;0;3;7;820;0;1953;0;98199;476.498;-122.388;1730;5760;0;;0
7137900960;20140625T000000;235000;4;2.0;1570;9415;2.0;0;0;4;7;1570;0;1984;0;98092;473.168;-122.174;1550;8978;0;;1
5089700720;20150127T000000;335000;4;2.25;2400;8592;2.0;0;0;3;8;2400;0;1978;0;98055;474.383;-122.193;2180;8100;0;;0
6639900242;20141003T000000;750000;4;2.5;2850;12429;2.0;0;0;3;9;2850;0;2008;0;98033;476.915;-122.177;2540;12000;0;;1
3904960910;20140917T000000;635000;4;2.5;3050;7238;2.0;0;0;3;8;3050;0;1989;0;98029;475.772;-122.013;2580;7228;0;;1
5466700450;20141015T000000;250000;4;1.75;1860;7350;1.0;0;0;4;7;1090;770;1977;0;98031;473.979;-122.174;1710;7350;0;;0
8691350130;20150204T000000;715000;4;2.5;2927;12171;2.0;0;0;3;10;2927;0;1998;0;98075;475.948;-121.983;2967;12166;0;;1
7170200085;20150327T000000;481203;2;1.0;940;3800;1.0;0;0;3;7;940;0;1929;0;98115;476.798;-122.292;1680;3800;0;;0
8813400165;20140819T000000;675000;4;2.0;1890;5188;1.5;0;0;4;7;1670;220;1940;0;98105;476.633;-122.287;1800;4848;0;;1
7686202730;20140804T000000;200000;2;1.0;830;8000;1.0;0;0;3;6;830;0;1954;0;98198;474.215;-122.318;1300;8000;0;;0
9547205380;20140728T000000;630000;4;2.5;2240;4025;1.0;0;2;3;7;1250;990;1926;2005;98115;476.818;-122.311;1380;3500;0;;1
2426039314;20141201T000000;280000;2;1.5;1190;1265;3.0;0;0;3;7;1190;0;2005;0;98133;477.274;-122.357;1390;1756;0;;1
9808100100;20150202T000000;3,00E+06;5;3.25;5370;14091;2.0;0;0;3;10;3850;1520;1918;2008;98004;476.499;-122.216;2410;12047;0;;0
8929000170;20140616T000000;357186;2;1.75;1210;1040;2.0;0;0;3;8;1210;0;2014;0;98029;475.519;-121.999;1210;1090;0;;1
871001735;20140911T000000;650000;4;2.25;1910;5120;1.0;0;0;3;8;1300;610;1954;0;98199;476.534;-122.409;1810;5153;0;;0
1498303905;20150402T000000;615000;4;1.5;1980;3240;1.5;0;0;4;8;1780;200;1930;0;98144;47.584;-122.294;2250;4000;0;;1
952004875;20140602T000000;661000;4;2.25;1990;4600;1.5;0;2;4;8;1420;570;1932;0;98126;475.638;-122.38;1810;5750;0;;0
4083305085;20140520T000000;1,13E+09;6;3.0;2880;3192;2.0;0;0;4;8;2180;700;1919;0;98103;476.506;-122.332;1870;4533;0;;1
8127700845;20150219T000000;375000;2;1.0;710;4618;1.0;0;1;3;5;710;0;1925;0;98199;47.64;-122.394;1810;4988;0;;1
8078570380;20140605T000000;292000;3;2.5;2490;7666;1.0;0;0;4;7;1490;1000;1989;0;98031;474.022;-122.171;1930;7415;0;3.0;0
3629830250;20141222T000000;637500;4;3.0;2320;4468;2.0;0;0;3;8;2160;160;1999;0;98029;47.546;-122.009;2330;3541;0;;1
8084900160;20150212T000000;2,64E+10;5;4.25;4660;16200;2.0;0;2;3;11;4660;0;2005;0;98004;476.326;-122.216;3340;16200;0;;0
5381000477;20150128T000000;399500;4;2.5;2560;7492;2.0;0;0;3;8;2560;0;2014;0;98188;474.467;-122.287;1260;11541;0;;1
4218400100;20140911T000000;1,87E+09;6;2.75;4460;6952;2.5;0;2;4;10;3460;1000;1930;0;98105;476.626;-122.269;2750;4769;0;;0
2600300110;20141202T000000;555000;4;1.75;2350;6200;1.5;0;0;4;7;1410;940;1946;0;98116;47.559;-122.397;1800;6150;0;;1
625049318;20140804T000000;605000;3;2.0;1820;7626;1.0;0;0;5;7;990;830;1941;0;98103;476.878;-122.342;1390;5904;0;3.0;1
6821102352;20141008T000000;330000;2;1.0;880;1753;2.0;0;0;4;7;880;0;1945;0;98199;476.475;-122.397;1010;1748;0;;0
2754700170;20140804T000000;443500;2;1.0;1330;4140;1.0;0;0;4;7;930;400;1919;1940;98115;476.802;-122.306;1410;5100;0;;1
3876300890;20141211T000000;485000;4;2.75;2560;8956;1.0;0;0;4;7;1500;1060;1968;0;98034;477.278;-122.177;2280;9234;0;;0
2487200875;20141209T000000;604000;4;3.0;1960;5000;1.0;0;0;5;7;1050;910;1965;0;98136;475.208;-122.393;1360;5000;0;;1
3387800380;20140829T000000;215000;4;1.75;1630;8000;1.0;0;0;3;7;1630;0;1959;0;98031;473.948;-122.201;1630;7700;0;;0
2526069095;20140605T000000;955000;4;4.25;5660;193593;2.0;0;0;3;10;4100;1560;2001;0;98019;477.064;-121.981;3620;207141;0;;1
2331550120;20140904T000000;310000;4;2.5;2440;7093;2.0;0;0;3;7;2440;0;1999;0;98030;473.817;-122.204;1860;6072;0;;1
1862400292;20140723T000000;391000;2;1.0;890;5423;1.0;0;0;3;6;890;0;1946;0;98117;476.966;-122.368;1690;5993;0;;0
7214820200;20141107T000000;614000;4;2.25;2880;9996;1.0;0;0;4;8;1920;960;1981;0;98072;477.584;-122.143;2410;10584;0;;1
6046400755;20150511T000000;475000;5;1.75;2020;5100;1.5;0;0;5;7;1320;700;1911;0;98103;476.915;-122.345;1130;5100;0;;0
9206950200;20150310T000000;352000;2;2.5;1320;1957;1.0;0;0;3;8;660;660;2004;0;98106;475.364;-122.365;1420;2198;0;;1
4083303540;20150320T000000;791000;3;1.75;2344;4800;1.5;0;0;4;7;1544;800;1921;0;98103;476.537;-122.335;1770;4200;0;3.0;0
4310702759;20150312T000000;326000;2;1.5;1030;798;3.0;0;0;3;8;1030;0;2008;0;98103;476.975;-122.34;1020;1026;0;;1
9895000040;20140703T000000;399900;2;1.75;1410;1005;1.5;0;0;3;9;900;510;2011;0;98027;475.446;-122.018;1440;1188;0;;1
4045100075;20150325T000000;2.4e+006;4;4.25;4890;15188;2.0;0;2;3;11;3090;1800;1999;0;98040;475.602;-122.227;3470;16201;0;;0
2122059014;20150409T000000;277500;4;2.0;1700;12048;2.0;0;0;3;7;1700;0;1990;0;98030;473.748;-122.186;1960;7650;0;;1
6738700225;20140912T000000;1.03e+006;4;3.25;2830;4000;2.0;0;0;3;9;1910;920;1912;2012;98144;475.845;-122.291;2740;4000;0;;0
6619900120;20141208T000000;670000;5;3.5;3860;9600;1.0;0;3;4;8;2660;1200;1973;0;98034;477.139;-122.223;2440;9600;0;;1
6661200050;20140528T000000;175000;3;1.0;830;2699;1.0;0;0;3;7;830;0;1996;0;98038;473.839;-122.038;1030;3574;0;3.0;0
7524950710;20140919T000000;620000;2;1.75;1680;8187;1.0;0;0;4;8;1680;0;1983;0;98027;475.603;-122.081;2390;7801;0;;1
104530490;20140516T000000;248000;4;3.5;1850;6519;2.0;0;0;3;7;1130;720;1986;0;98023;473.087;-122.354;1280;6664;0;;1
2695600410;20141106T000000;428950;2;1.0;1760;4441;1.0;0;0;3;8;1310;450;1950;0;98126;475.311;-122.381;1350;5748;0;;0
3353401070;20140625T000000;260000;5;2.5;2025;7760;2.0;0;0;3;7;2025;0;2007;0;98001;472.671;-122.256;1664;9000;0;;1
1223049150;20150414T000000;325000;2;1.75;1670;10725;1.0;0;0;3;7;1670;0;1965;0;98178;474.893;-122.229;1600;10725;0;;0
2624089007;20150320T000000;2,00E+09;2;2.5;3900;920423;2.0;0;0;3;12;3900;0;2009;0;98065;475.371;-121.756;2720;411962;0;;1
2680700010;20140724T000000;775000;3;2.5;2070;8473;1.0;0;0;4;8;1250;820;1976;0;98033;476.608;-122.19;2070;9499;0;3.0;0
3324069070;20140707T000000;195000;2;1.0;1190;27007;1.0;0;0;4;5;1190;0;1910;0;98027;47.524;-122.04;1730;12632;0;;1
7986400265;20141029T000000;770000;3;3.0;2370;6000;1.5;0;2;3;8;1340;1030;1926;2003;98107;476.645;-122.358;1350;4500;0;3.0;1
3832061060;20140807T000000;311000;4;2.5;2690;6124;2.0;0;0;3;7;2690;0;2007;0;98042;473.343;-122.058;2300;6002;0;;0
7202331160;20140616T000000;632500;5;2.5;2640;7096;2.0;0;0;3;7;2640;0;2003;0;98053;476.827;-122.038;2640;4850;0;;1
8141200080;20140814T000000;680000;3;2.75;2530;4800;2.0;0;0;4;7;1390;1140;1901;0;98112;476.241;-122.305;1540;4800;0;3.0;0
7454000585;20150427T000000;289000;2;1.0;710;6300;1.0;0;0;3;6;710;0;1942;0;98126;475.155;-122.374;740;6300;0;;1
1561600095;20140514T000000;1,06E+09;4;2.0;2290;11137;1.0;0;0;4;8;2290;0;1955;0;98004;475.887;-122.201;2300;10463;0;;0
4322500055;20150417T000000;607000;5;1.75;1910;5428;1.0;0;0;3;8;1390;520;1954;0;98136;475.333;-122.392;1820;5900;0;;1
3303951600;20140820T000000;369950;4;2.5;1910;10221;2.0;0;0;3;8;1910;0;1994;0;98038;47.381;-122.035;2210;8705;0;;1
3336000230;20150323T000000;230005;2;1.0;1030;6000;1.0;0;0;2;7;830;200;1951;0;98118;475.291;-122.268;1770;5000;0;;0
8944550100;20140723T000000;455000;4;2.5;2090;4400;2.0;0;0;3;8;2090;0;2011;0;98118;475.403;-122.286;2090;3430;0;;1
4420600015;20141006T000000;571500;4;2.25;2810;25990;2.0;0;0;3;8;1860;950;1959;0;98001;472.993;-122.293;2020;16140;0;;0
8935100100;20140701T000000;476000;4;3.0;2890;6885;1.0;0;0;3;7;1590;1300;1945;2015;98115;476.763;-122.282;2180;6885;0;;1
3343901440;20150511T000000;379000;4;1.75;2180;7876;1.0;0;0;4;7;1290;890;1977;0;98056;475.157;-122.191;1960;7225;0;;0
5457300478;20150513T000000;453500;2;1.75;1000;1760;1.0;0;0;4;6;600;400;1924;0;98109;476.261;-122.355;2120;2802;0;;1
1822500160;20141212T000000;356500;4;2.5;2570;11473;2.0;0;0;3;8;2570;0;2008;0;98003;472.809;-122.296;2430;5997;0;;1
1721801161;20141030T000000;236000;4;2.5;1630;3060;2.0;0;0;3;7;1630;0;2003;0;98146;475.072;-122.336;1270;4590;0;;0
1524079188;20140729T000000;1,86E+09;4;5.25;5240;320917;2.0;0;2;3;10;5240;0;2006;0;98024;475.605;-121.905;1930;68824;0;;1
538000190;20150213T000000;334950;4;2.5;2230;5500;2.0;0;0;3;7;2230;0;1999;0;98038;473.533;-122.023;1910;5500;0;;0
2130701535;20150204T000000;279900;2;1.75;1360;10000;1.0;0;0;3;6;1360;0;1957;1989;98019;477.421;-121.982;1430;10000;0;;1
5015001045;20140826T000000;1,05E+09;4;3.0;3560;4000;3.0;0;2;3;9;2970;590;1996;0;98112;476.265;-122.3;1190;4000;0;;0
1737100830;20150205T000000;577000;4;2.25;2360;7490;2.0;0;0;3;8;2360;0;1979;0;98033;476.988;-122.169;2360;7490;0;;1
9277700075;20140818T000000;355000;3;1.0;840;6720;1.0;0;0;3;7;840;0;1952;0;98116;475.707;-122.396;1250;6720;0;3.0;1
7199340620;20140604T000000;532000;4;1.75;2020;7029;1.0;0;0;4;7;1430;590;1979;0;98052;476.983;-122.127;1780;7200;0;;0
9117000170;20150505T000000;268643;4;2.25;1810;9240;2.0;0;0;3;7;1810;0;1961;0;98055;474.362;-122.187;1660;9240;0;;1
6600790210;20140716T000000;228000;3;1.0;1800;9236;1.0;0;0;3;7;1800;0;1954;0;98030;473.792;-122.198;1730;5701;0;3.0;0
293760210;20140826T000000;998000;5;4.5;4130;10404;2.0;0;0;3;10;4130;0;2004;0;98029;475.556;-122.03;3890;11531;0;;1
9542801120;20150327T000000;278100;4;1.75;2120;8520;1.0;0;0;3;7;1600;520;1978;0;98023;47.302;-122.373;2160;8400;0;;0
7537300210;20150128T000000;580000;2;1.5;1460;5700;1.5;0;0;3;7;1460;0;1912;0;98115;476.838;-122.312;1780;3800;0;;1
9542000030;20140722T000000;835100;4;2.5;2380;12573;1.0;0;0;4;9;2380;0;1963;0;98005;475.984;-122.176;2900;10700;0;;1
259600890;20141002T000000;480000;4;1.75;1920;9380;1.0;0;0;3;7;1920;0;1964;0;98008;476.344;-122.118;1580;8580;0;;0
7895500550;20150319T000000;190848;4;1.5;1370;7904;1.0;0;0;3;7;900;470;1970;0;98001;473.344;-122.28;1370;7900;0;;1
4053200566;20141020T000000;425000;4;2.25;3680;26266;2.0;0;0;4;9;3680;0;1981;0;98042;473.219;-122.085;2340;19939;0;;0
1125079088;20150402T000000;455000;3;1.0;1330;92782;1.0;0;0;2;6;1330;0;1950;0;98014;476.624;-121.868;1280;168141;0;3.0;1
2770604925;20140715T000000;1.3e+006;3;1.0;1670;6400;1.5;0;0;3;8;1670;0;1919;0;98119;476.542;-122.373;1910;2983;0;3.0;0
7905370440;20141010T000000;469950;5;2.5;2310;8303;1.0;0;0;3;7;1300;1010;1975;0;98034;477.212;-122.211;1930;8303;0;;1
6705600020;20150324T000000;919990;5;3.25;3960;6352;2.0;0;0;3;10;3960;0;2014;0;98075;475.806;-122.055;2930;9875;0;;1
4399200245;20140625T000000;276000;3;2.25;2460;11250;1.0;0;0;4;8;2460;0;1959;0;98002;473.182;-122.212;1630;10216;0;3.0;0
4221250320;20141017T000000;570000;4;2.5;2280;4534;2.0;0;0;3;8;2280;0;2003;0;98075;475.902;-122.018;2246;4534;0;;1
6204430250;20141121T000000;585000;5;2.25;2480;12614;1.0;0;0;4;8;1860;620;1979;0;98011;477.393;-122.2;2470;12392;0;;0
2815600235;20150402T000000;450600;2;1.0;840;7020;1.5;0;0;4;7;840;0;1943;0;98136;475.513;-122.394;1310;7072;0;;1
7203102080;20141217T000000;305000;2;1.0;1290;3140;2.0;0;0;3;7;1290;0;2008;0;98053;476.971;-122.026;1290;2628;0;;0
273800100;20141219T000000;239900;4;1.75;1480;9523;1.0;0;0;3;7;1120;360;1959;0;98030;473.732;-122.217;1590;8300;0;;1
2424059170;20150219T000000;900000;5;6.0;7120;40806;2.0;0;4;3;12;5480;1640;2007;0;98006;475.451;-122.114;3440;36859;0;;1
425049181;20140912T000000;350000;2;1.5;1070;937;3.0;0;0;3;8;1070;0;2003;0;98115;476.761;-122.3;1100;3200;0;;0
9264910280;20150422T000000;280500;4;2.75;2660;7754;1.5;0;0;3;8;1590;1070;1986;0;98023;473.078;-122.337;2250;7754;0;;1
5255690160;20141009T000000;439000;3;2.25;2240;8300;2.0;0;0;3;8;2240;0;1978;0;98011;477.746;-122.197;2340;8500;0;3.0;0
7849200635;20140630T000000;235000;2;1.0;900;28800;1.0;0;0;1;6;900;0;1928;0;98065;475.245;-121.822;1360;7200;0;;1
9828201745;20150504T000000;615000;2;1.5;880;2400;1.5;0;0;3;7;880;0;1929;0;98122;476.144;-122.295;1220;4440;0;;0
5631500866;20140506T000000;563000;4;3.0;3100;15480;2.0;0;0;3;8;2400;700;1996;0;98028;477.466;-122.241;2000;42500;0;;1
222069082;20141217T000000;300000;2;1.0;1220;75794;1.0;0;0;4;7;1220;0;1963;0;98038;474.219;-122.007;2010;98010;0;;1
